,abortion_medicaid_expenditures,abortion_rs_count_total,abortion_rs_count_total_suppressed,daycare_slots_child_facility_capacity,daycare_slots_child_total_pop,daycare_slots_child_rate_slots,daycare_slots_child_num_facility,daycare_slots_child_pct_nonwhite,daycare_slots_infant_facility_capacity,daycare_slots_infant_total_pop,daycare_slots_infant_rate_slots,daycare_slots_infant_num_facility,daycare_slots_infant_pct_nonwhite,graduation_2019_cohort_size,dropout_rate_2019_cohort,ecigs_sold_pct_tobacco_stores_2016,ecigs_sold_pct_tobacco_stores_2013,povr_whole_total_estimate,adolescent_birth_abr,asthma_number_of_deaths,asthma_age_adjusted_mortality_rate,asthma_surpressed,infant_mortality_rate,std_chlamydia_rate,std_chlamydia_supressed,std_gonorrhea_rate,std_gonorrhea_supressed,std_population,std_syphilis_rate,std_syphilis_supressed,sui_adjusted_rate_avg,unemployment_rate,medicaid_sum_0_20,gini_coef,dropout_sqrt,dropout_quar_rt,dropout_3rd_rt,dropout_not_zero,dropout_log
daycare_slots_infant_rate_slots,-0.06189460599954515,-0.07663271504021112,,-0.029887610726540767,-0.08891400015332171,0.42573938556435137,-0.03722705615118685,-0.24603766934976834,0.027844355856066916,-0.08822643003182044,1.0,0.012756451505762607,-0.24802395650209563,-0.09130204346810995,0.19743014841366446,-0.27876772239284836,-0.29005112060191374,-0.33437206531514885,-0.579215686574843,0.024514696128295203,-0.10771420800509574,0.20712986419094317,-0.4390097985244975,-0.2574563119837971,0.29870818549794237,-0.09205324375477802,0.37038124198216943,-0.06501966232940432,0.0837641235557946,0.17497985318743814,-0.084886711170565,-0.15409736213897954,-0.1240757264181699,0.24955624964491555,0.1421864165523399,0.10694341642363754,0.11905858578657942,0.19743014841366444,0.06951807175796224
daycare_slots_infant_num_facility,0.9247041456389645,0.933879110889578,,0.985131516301271,0.9709452413896619,0.19341131830940314,0.9827075594185843,0.35043468168264696,0.9963724023740791,0.9708601851076244,0.012756451505762607,1.0,0.34473841664071764,0.9695560992713236,-0.0721401051558086,-0.157016957074415,0.09201435148849799,-0.14695347398933237,0.04333546733246306,0.9540869491672229,0.011084541323281837,-0.4577679235453163,0.12119993067479595,0.36003751003646856,-0.07081655863092891,0.21685417834559012,-0.1610835457422571,0.9775867306449697,0.2616449925650263,-0.29540712244798906,-0.3197929554700401,-0.22759111674507557,0.9393688454066639,0.17878489262861486,-0.05677120497927908,-0.04618656375871748,-0.049890465364415035,-0.0721401051558086,-0.0343102744056214
daycare_slots_infant_pct_nonwhite,0.3064777276325097,0.3364061037091155,-0.20608212812128504,0.3518330980008428,0.3877746106580682,-0.23545578661781383,0.3603855182882334,0.9966355380838184,0.35252924205493014,0.38510582856971526,-0.24802395650209563,0.34473841664071764,1.0,0.38619320902469617,-0.04051065523820888,-0.013014216053566681,0.20203314973069675,0.2537846900384035,0.6199385349852323,0.4200639882688114,0.848608986411486,-0.31015789603441807,0.3996535474166788,0.6093707696284096,-0.2793567307238975,0.26219251259717163,-0.2952508450823846,0.3652306287377551,0.30833776611199853,-0.38279535076551946,-0.473494293441845,0.26451213843804233,0.3810363243895202,-0.0718002145781606,0.06845947585734632,0.16182725405169165,0.12725161533617113,-0.04051065523820888,0.22382178744457978
graduation_2019_cohort_size,0.9615755015173595,0.970355937071037,-0.06473838126389032,0.9802004703395849,0.9986508183873848,0.06009272303693399,0.9794996906011482,0.3888691376734914,0.9590373022880355,0.9980284275929198,-0.09130204346810995,0.9695560992713236,0.38619320902469617,1.0,-0.0860977492330901,-0.055714775113545834,0.13080080837225855,-0.03156438621418121,0.1531110292360328,0.9737908998733866,0.178863752101183,-0.39457863906126933,0.190125638240214,0.36960929176821355,-0.09201396102792529,0.19435293646727514,-0.18894385177679351,0.9956513053284093,0.2347172708232335,-0.27077754237696855,-0.2752177389734192,-0.1508384271159958,0.9905062080142499,0.14202954278013477,-0.048723412435886314,-0.005080571125398029,-0.023100937472721645,-0.0860977492330901,0.0450710807467258
dropout_rate_2019_cohort,-0.04324848940533818,-0.05904875431057395,-0.15718148284826824,-0.06958976194421418,-0.08794415543459436,0.17507695030228312,-0.0651562040404954,-0.025142468240857464,-0.07009275523740699,-0.08264430218666241,0.19743014841366446,-0.0721401051558086,-0.04051065523820888,-0.0860977492330901,1.0,-0.0354233813110136,-0.23633414276793227,-0.03427201165312053,-0.17823543960546556,-0.02614854701536483,-0.12344770265241954,0.06468808956748821,-0.1918744702098622,0.12119615369490583,-0.16700568925362094,0.1094940556306262,0.16714393955787263,-0.07384071303629743,0.20645584596813005,0.022493427309344158,0.021075835307322315,-0.09806688790135523,-0.0776298426616369,0.014466500598107512,0.9567547261317676,0.8135114313985906,0.8866450459629092,1.0,0.46908376715055744
ecigs_sold_pct_tobacco_stores_2016,-0.11357122997437501,-0.16484736969651567,-0.6241675229650082,-0.0859613195555365,-0.06777173401954592,-0.021451522618756234,-0.0816424516053538,-0.0008895626705716606,-0.16498481904820114,-0.07297046960845815,-0.27876772239284836,-0.157016957074415,-0.013014216053566681,-0.055714775113545834,-0.0354233813110136,1.0,0.6438708481288513,0.010725789126541556,0.18270942163647197,-0.12686781433782865,0.22465353568057003,0.23220462937646352,0.36115249317627857,0.1438829288932512,-0.4465647763142047,-0.10866678973641668,-0.4205548507085187,-0.07385655482056902,-0.2305906029018044,-0.013659981870719972,0.11288227736022509,-0.16289157138294666,-0.07991269326239721,-0.30676681411516876,0.09688086106738972,0.3053630723524445,0.21541406467649546,-0.03542338131101356,0.5426349588995782
ecigs_sold_pct_tobacco_stores_2013,0.04057268718466715,0.05482931108523523,-0.26382111529481583,0.09527238411718865,0.11771638649728772,-0.09797750159522169,0.093006050193135,0.18302577756428656,0.0913000388513559,0.10981565753227268,-0.29005112060191374,0.09201435148849799,0.20203314973069675,0.13080080837225855,-0.23633414276793227,0.6438708481288513,1.0,-0.15012946039325617,0.22722839744037834,0.09272096019375417,0.38171797342631886,0.039570254412930064,0.3220182815617146,0.22440556382270346,-0.4340843311074065,0.017812926193538435,-0.36285555555291754,0.11118450139363477,-0.14365409763624612,0.01401956918779268,-0.04904577981214833,-0.119213022819618,0.08934199442287864,-0.19202489503979897,-0.1583878903279833,-0.024766920618429892,-0.08434124792710293,-0.23633414276793227,0.16232219937623496
povr_whole_total_estimate,-0.016885556287900123,-0.011318534150113656,-0.09837970768323251,-0.10517290254086391,-0.033520334172812145,-0.6348042826849432,-0.09420797619389107,0.26292227567584175,-0.1761236654096609,-0.030068753643373875,-0.33437206531514885,-0.14695347398933237,0.2537846900384035,-0.03156438621418121,-0.03427201165312053,0.010725789126541556,-0.15012946039325617,1.0,0.5693727389219975,-0.013425000021754703,0.3480521975967222,0.13679279289047658,0.25406476229238667,0.23851662513445565,0.005702475900575178,0.144705740185954,-0.08966948040139555,-0.06457105786238151,-0.09482141560499079,-0.11509263688473717,0.1791965998501899,0.6673172882930422,0.04144417532161965,-0.07093042796299273,0.06594826407545344,0.12436699283416147,0.10604267644655621,-0.03427201165312053,0.13764509441460307
adolescent_birth_abr,0.09994689869107523,0.12939048249215987,-0.16134333000140014,0.08694604744623416,0.15028281838804275,-0.4423011638775607,0.1015361201333343,0.623558333139057,0.03109053106407263,0.14938338427924922,-0.579215686574843,0.04333546733246306,0.6199385349852323,0.1531110292360328,-0.17823543960546556,0.18270942163647197,0.22722839744037834,0.5693727389219975,1.0,0.08599258954672227,0.6635289719667556,-0.11650396844525406,0.6513706268202667,0.5596028797696055,-0.23023888997874123,0.3423907104930222,-0.48785637358026435,0.11891314449443721,0.1338301873278396,-0.21831772662089946,-0.24677560317272085,0.38235321980208287,0.18133679982872883,-0.11832325892869858,-0.060393988560290685,0.0468863751276132,0.005457924600021982,-0.17823543960546556,0.14419525173275918
asthma_number_of_deaths,0.9779993627483631,0.9842687137321695,-0.09521844041602255,0.9734865762345277,0.9825922056867458,0.13042002449746634,0.9798694077080512,0.42045874495568725,0.9466819386461329,0.9835253066828546,0.024514696128295203,0.9540869491672229,0.4200639882688114,0.9737908998733866,-0.02614854701536483,-0.12686781433782865,0.09272096019375417,-0.013425000021754703,0.08599258954672227,1.0,0.24594237183216805,-0.28018261695392993,0.131193059973936,0.33278566348994637,-0.09521844041602255,0.18762954488476768,-0.1984306868606383,0.9809648595815448,0.20547838570383842,-0.26136232992311803,-0.31366070229600934,-0.16951855214337105,0.9773714585020767,0.3034769698470918,0.0441699444126536,0.0908005570706056,0.07559163048106747,-0.026148547015364874,0.10874286867082064
asthma_age_adjusted_mortality_rate,0.1407815017350924,0.16718434559065018,-0.27812868825746406,0.13978959243640796,0.18314449338309027,-0.17908702936978033,0.16265387095800682,0.8413782063099958,0.008534994745716685,0.17976756503975289,-0.10771420800509574,0.011084541323281837,0.848608986411486,0.178863752101183,-0.12344770265241954,0.22465353568057003,0.38171797342631886,0.3480521975967222,0.6635289719667556,0.24594237183216805,1.0,,0.7851019946388748,0.5652236497144203,-0.278128688257464,0.29453768221506743,-0.5900000445281164,0.15510869437776445,0.15855612985561207,-0.5900000445281163,-0.5226141952979108,0.24304756710408468,0.1896187606187297,-0.03429625689002165,0.06769017146074104,0.21433884680449813,0.1637030903369082,-0.1234477026524195,0.2928179571218206
asthma_surpressed,-0.3054514589112763,-0.36746456769357644,-0.13599594831899842,-0.3680273214897786,-0.39417196443634483,0.05468449404943323,-0.3683481181435344,-0.31758903157318213,-0.47186718770152414,-0.3911093580476813,0.20712986419094317,-0.4577679235453163,-0.31015789603441807,-0.39457863906126933,0.06468808956748821,0.23220462937646352,0.039570254412930064,0.13679279289047658,-0.11650396844525406,-0.28018261695392993,,1.0,-0.07329816992215613,-0.3175481368717581,-0.0033459977362325266,-0.2790038351904818,-0.007089880956935176,-0.37945757418891474,-0.2874181512362656,0.3014343538988895,0.18388414449003718,0.1851849381233366,-0.370622462357213,0.1064441522557513,0.11168271382457631,0.14870434419787057,0.13565983024983277,0.0646880895674882,0.16067793870168445
infant_mortality_rate,0.14650451840291026,0.18161689526011002,-0.17656552662902278,0.14176848143981716,0.1883974583400905,-0.14575814620309402,0.16005244043918107,0.4131367446567381,0.11243981177425422,0.18656595827507555,-0.4390097985244975,0.12119993067479595,0.3996535474166788,0.190125638240214,-0.1918744702098622,0.36115249317627857,0.3220182815617146,0.25406476229238667,0.6513706268202667,0.131193059973936,0.7851019946388748,-0.07329816992215613,1.0,0.5438113266604416,-0.25196114930332286,0.2954733109138265,-0.5338839697914821,0.16736930644849338,0.15989980934655554,-0.1746753532449394,-0.247706133833818,0.004412731388192561,0.20067317189786577,-0.030327574299770437,-0.06905197809028833,0.04613343955239925,0.0012252886461406075,-0.19187447020986226,0.15408837542997134
std_chlamydia_rate,0.3278497055830997,0.3907567340348239,-0.2535696789297141,0.3403445784806891,0.36894319009125737,-0.010470466264334928,0.3664634423492879,0.6342385945512228,0.35321114846124035,0.37229942954801015,-0.2574563119837971,0.36003751003646856,0.6093707696284096,0.36960929176821355,0.12119615369490583,0.1438829288932512,0.22440556382270346,0.23851662513445565,0.5596028797696055,0.33278566348994637,0.5652236497144203,-0.3175481368717581,0.5438113266604416,1.0,-0.3553752155051441,0.7691871766563707,-0.3801912273271157,0.3633162109292549,0.6861597456678917,-0.41199863574390566,-0.24240032950038434,-0.021845762570985548,0.3741543391259109,0.18601104709001598,0.24917126063508985,0.3284386960498734,0.30350160155158473,0.12119615369490581,0.33158206118421035
std_chlamydia_supressed,-0.06735484710012146,-0.05847043132089764,0.7007648882267351,-0.08388054033455587,-0.08996116519214425,0.15480827579293108,-0.09068628309172808,-0.2983639264008239,-0.07126349255951411,-0.08874812861734135,0.29870818549794237,-0.07081655863092891,-0.2793567307238975,-0.09201396102792529,-0.16700568925362094,-0.4465647763142047,-0.4340843311074065,0.005702475900575178,-0.23023888997874123,-0.09521844041602255,-0.278128688257464,-0.0033459977362325266,-0.25196114930332286,-0.3553752155051441,1.0,-0.1402308900179867,0.19744424543566375,-0.08786431946649237,-0.13129342724231446,-0.11912467150602793,-0.35890246976902695,0.06607633737717661,-0.0842293008890749,0.0023615970448442928,-0.3202510869627186,-0.5097081441900458,-0.4314708458144716,-0.16700568925362094,-0.6802990382437348
std_gonorrhea_rate,0.20549785434416457,0.2587892436312259,-0.01514089134926646,0.20568735005089972,0.1994547753079863,0.12348406079388094,0.22793952848351118,0.29199677592735745,0.2186913432937604,0.20535103078528252,-0.09205324375477802,0.21685417834559012,0.26219251259717163,0.19435293646727514,0.1094940556306262,-0.10866678973641668,0.017812926193538435,0.144705740185954,0.3423907104930222,0.18762954488476768,0.29453768221506743,-0.2790038351904818,0.2954733109138265,0.7691871766563707,-0.1402308900179867,1.0,-0.35160191313732686,0.21128999104314533,0.7853825345787104,-0.1946919331316331,-0.07072642860221497,-0.1285212324690112,0.2035941655471737,0.2921589427137018,0.16832491172247074,0.16737244532162,0.17481766932867554,0.10949405563062616,0.09951362226774273
std_gonorrhea_supressed,-0.14242803262070516,-0.16081244912787057,0.33071891388307395,-0.17470807302765312,-0.18681887966149172,0.01624367139127496,-0.18560115376026967,-0.3142776775879656,-0.1606069672337776,-0.18428384562778669,0.37038124198216943,-0.1610835457422571,-0.2952508450823846,-0.18894385177679351,0.16714393955787263,-0.4205548507085187,-0.36285555555291754,-0.08966948040139555,-0.48785637358026435,-0.1984306868606383,-0.5900000445281164,-0.007089880956935176,-0.5338839697914821,-0.3801912273271157,0.19744424543566375,-0.35160191313732686,1.0,-0.18204973355840337,-0.17971619415541387,0.1971991537050831,0.1320168037059466,0.15514130433514065,-0.17469178120142798,-0.1252842151507522,0.02585393287412756,-0.13202899937036036,-0.06798127817713476,0.1671439395578726,-0.2912055644316156
std_population,0.9704389567241651,0.9748484345255898,-0.061860681253148496,0.9924441562007109,0.9975446828349791,0.11261065692000378,0.9922807764934255,0.3687625176973871,0.9687651654230571,0.9979321269693833,-0.06501966232940432,0.9775867306449697,0.3652306287377551,0.9956513053284093,-0.07384071303629743,-0.07385655482056902,0.11118450139363477,-0.06457105786238151,0.11891314449443721,0.9809648595815448,0.15510869437776445,-0.37945757418891474,0.16736930644849338,0.3633162109292549,-0.08786431946649237,0.21128999104314533,-0.18204973355840337,1.0,0.2572325760670703,-0.2600055666119982,-0.26959778420812847,-0.17426710294977846,0.9857611422825381,0.18150644757182688,-0.036799215711286144,0.0035329669891774047,-0.01283953904556214,-0.07384071303629745,0.047111196177643914
std_syphilis_rate,0.23396957514373848,0.2676980242841877,-0.09200582386636545,0.25446127330723073,0.23621241773113064,0.33075976037081284,0.2739125860027501,0.34571568707253947,0.26490484032520856,0.24305137679057565,0.0837641235557946,0.2616449925650263,0.30833776611199853,0.2347172708232335,0.20645584596813005,-0.2305906029018044,-0.14365409763624612,-0.09482141560499079,0.1338301873278396,0.20547838570383842,0.15855612985561207,-0.2874181512362656,0.15989980934655554,0.6861597456678917,-0.13129342724231446,0.7853825345787104,-0.17971619415541387,0.2572325760670703,1.0,-0.19829524920580407,-0.2599230742190154,-0.14288321979776558,0.2316455320520918,0.3649408464956449,0.23598136216156207,0.2276075324374331,0.23556689387279248,0.20645584596812996,0.16468284873091282
std_syphilis_supressed,-0.20630635226466748,-0.244354174641672,-0.08347838711296822,-0.25266087191598313,-0.2690840447854913,-0.10192761358746806,-0.2605761185546963,-0.38182381667958404,-0.29930451885145665,-0.2666308016700305,0.17497985318743814,-0.29540712244798906,-0.38279535076551946,-0.27077754237696855,0.022493427309344158,-0.013659981870719972,0.01401956918779268,-0.11509263688473717,-0.21831772662089946,-0.26136232992311803,-0.5900000445281163,0.3014343538988895,-0.1746753532449394,-0.41199863574390566,-0.11912467150602793,-0.1946919331316331,0.1971991537050831,-0.2600055666119982,-0.19829524920580407,1.0,0.3557289472709824,-0.04384111084195166,-0.25172220779021065,-0.03847180788956961,-0.02821311730337087,-0.028324581746288602,-0.03452360682785712,0.022493427309344127,0.02081582403584732
sui_adjusted_rate_avg,-0.22358111816427112,-0.2643393813959882,-0.2515062491119913,-0.27017231108508666,-0.27536593722998204,-0.2716820264041163,-0.2744648777414478,-0.45258108293112376,-0.32943232227882724,-0.2729471397067354,-0.084886711170565,-0.3197929554700401,-0.473494293441845,-0.2752177389734192,0.021075835307322315,0.11288227736022509,-0.04904577981214833,0.1791965998501899,-0.24677560317272085,-0.31366070229600934,-0.5226141952979108,0.18388414449003718,-0.247706133833818,-0.24240032950038434,-0.35890246976902695,-0.07072642860221497,0.1320168037059466,-0.26959778420812847,-0.2599230742190154,0.3557289472709824,1.0,0.0569007053687819,-0.2539183360032349,0.05366149681410535,0.0572433635247484,0.12010094621407526,0.09135302581428928,0.02107583530732235,0.20377212969086475
unemployment_rate,-0.12829392165156073,-0.13362863124802582,0.049187745663217756,-0.19241931405471913,-0.15275738952882223,-0.4895545904316787,-0.19012052775348018,0.2580763766574294,-0.2444715857518078,-0.15014964016480037,-0.15409736213897954,-0.22759111674507557,0.26451213843804233,-0.1508384271159958,-0.09806688790135523,-0.16289157138294666,-0.119213022819618,0.6673172882930422,0.38235321980208287,-0.16951855214337105,0.24304756710408468,0.1851849381233366,0.004412731388192561,-0.021845762570985548,0.06607633737717661,-0.1285212324690112,0.15514130433514065,-0.17426710294977846,-0.14288321979776558,-0.04384111084195166,0.0569007053687819,1.0,-0.09960106106910643,-0.17662273984871685,-0.06052551556652015,-0.04583911471582194,-0.04944769361326582,-0.09806688790135527,-0.04243833509512567
medicaid_sum_0_20,0.9767990013325119,0.9839831172531049,-0.05931270888934582,0.963154905655765,0.9918033584309229,0.006634362872280923,0.9672618627377981,0.3843557835098531,0.9238478684984811,0.9922755083742588,-0.1240757264181699,0.9393688454066639,0.3810363243895202,0.9905062080142499,-0.0776298426616369,-0.07991269326239721,0.08934199442287864,0.04144417532161965,0.18133679982872883,0.9773714585020767,0.1896187606187297,-0.370622462357213,0.20067317189786577,0.3741543391259109,-0.0842293008890749,0.2035941655471737,-0.17469178120142798,0.9857611422825381,0.2316455320520918,-0.25172220779021065,-0.2539183360032349,-0.09960106106910643,1.0,0.15321664235107985,-0.037698415857780665,0.0034639127159588395,-0.013003584286612697,-0.07762984266163693,0.04619883873854134
gini_coef,0.21072010583674325,0.19400451813316805,-0.007111867948985244,0.21064674779298223,0.15398848384302358,0.4937437571257371,0.2230586112596186,-0.0677735113416092,0.174349439182241,0.15940621438663558,0.24955624964491555,0.17878489262861486,-0.0718002145781606,0.14202954278013477,0.014466500598107512,-0.30676681411516876,-0.19202489503979897,-0.07093042796299273,-0.11832325892869858,0.3034769698470918,-0.03429625689002165,0.1064441522557513,-0.030327574299770437,0.18601104709001598,0.0023615970448442928,0.2921589427137018,-0.1252842151507522,0.18150644757182688,0.3649408464956449,-0.03847180788956961,0.05366149681410535,-0.17662273984871685,0.15321664235107985,1.0,0.03804103150968187,0.04131942680049244,0.04200161075996242,0.014466500598107642,0.027001175931539088
